wavenumbers,Aavg
7.333333333,-0.012408573
7.33337,0.008819164
7.333406667,0.021122646
7.333443333,-0.037502092
7.33348,0.061683828
7.333516667,-0.05963656
7.333553333,0.072077853
7.33359,-0.068174868
7.333626667,0.06907017
7.333663333,-0.052805244
7.3337,0.03451943
7.333736667,-0.014373747
7.333773333,0.001391086
7.33381,0.020890324
7.333846667,-0.044460556
7.333883333,0.060834529
7.33392,-0.065142708
7.333956667,0.069017294
7.333993333,-0.071534012
7.33403,0.065658596
7.334066667,-0.052921143
7.334103333,0.03063966
7.33414,-0.012395809
7.334176667,-0.00364751
7.334213333,0.021044327
7.33425,-0.049725862
7.334286667,0.058907054
7.334323333,-0.069538456
7.33436,0.066730417
7.334396667,-0.073776042
7.334433333,0.060603639
7.33447,-0.054935848
7.334506667,0.022887231
7.334543333,-0.013247806
7.33458,-0.011993464
7.334616667,0.023709421
7.334653333,-0.055846461
7.33469,0.061929084
7.334726667,-0.071987741
7.334763333,0.067109785
7.3348,-0.07280879
7.334836667,0.060860894
7.334873333,-0.049994899
7.33491,0.023769592
7.334946667,-0.004934871
7.334983333,-0.010411576
7.33502,0.03097435
7.335056667,-0.053740122
7.335093333,0.068452463
7.33513,-0.069363941
7.335166667,0.072209837
7.335203333,-0.06677773
7.33524,0.064052936
7.335276667,-0.042399602
7.335313333,0.024245086
7.33535,0.002116032
7.335386667,-0.010880335
7.335423333,0.037063734
7.33546,-0.054347894
7.335496667,0.071852504
7.335533333,-0.068273856
7.33557,0.072282355
7.335606667,-0.065626551
7.335643333,0.060160368
7.33568,-0.039855262
7.335716667,0.019588517
7.335753333,0.006420336
7.33579,-0.014650637
7.335826667,0.040874679
7.335863333,-0.057139691
7.3359,0.074327188
7.335936667,-0.06854305
7.335973333,0.073378955
7.33601,-0.063366361
7.336046667,0.060015437
7.336083333,-0.038455263
7.33612,0.016845106
7.336156667,0.006826654
7.336193333,-0.017817596
7.33623,0.042201318
7.336266667,-0.058488595
7.336303333,0.075273316
7.33634,-0.07018831
7.336376667,0.071166847
7.336413333,-0.064422646
7.33645,0.056932371
7.336486667,-0.036929516
7.336523333,0.012557464
7.33656,0.010393585
7.336596667,-0.023668319
7.336633333,0.04336709
7.33667,-0.063817304
7.336706667,0.073855408
7.336743333,-0.072091027
7.33678,0.070120505
7.336816667,-0.061141788
